Date,Sector,Industry,CapGain
2023-04-03,Technology,Electronic Components,-1856217.3000000303
2023-04-03,Technology,Electronics & Computer Distribution,289070.0000000063
2023-04-03,Technology,Information Technology Services,45951975.60000002
2023-04-03,Technology,Scientific & Technical Instruments,-640613.0000000048
2023-04-03,Technology,Semiconductor Equipment & Materials,1615545.9999999462
2023-04-03,Technology,Semiconductors,116173663.00000012
2023-04-03,Technology,Software - Application,32389727.05000004
2023-04-03,Technology,Software - Infrastructure,28307318.44000115
2023-04-03,Technology,Solar,-90484726.85999992
2023-04-03,Utilities,Utilities - Diversified,-2832441.000000002
2023-04-03,Utilities,Utilities - Independent Power Producers,-1576992.0000000088
2023-04-03,Utilities,Utilities - Regulated Electric,-7833863.999999909
2023-04-03,Utilities,Utilities - Regulated Gas,-4066863.9999999874
2023-04-03,Utilities,Utilities - Regulated Water,-106312.9999999964
2023-04-03,Utilities,Utilities - Renewable,-8060659.999999994
2023-04-03,bond,bond etf,399232899.9199977
2023-04-04,Basic Materials,Agricultural Inputs,-4302299.730000004
2023-04-04,Basic Materials,Aluminum,-6143073.999999974
2023-04-04,Basic Materials,Building Materials,-11939112.999999974
2023-04-04,Basic Materials,Chemicals,-11841005.000000034
2023-04-04,Basic Materials,Coking Coal,-2044312.999999993
2023-04-04,Basic Materials,Copper,-9520034.0
2023-04-04,Basic Materials,Gold,115253159.20000006
2023-04-04,Basic Materials,Independent Oil & Gas,22536.00000000052
2023-04-04,Basic Materials,Lumber & Wood Production,-3374698.9999999995
2023-04-04,Basic Materials,Other Industrial Metals & Mining,-22223061.29999997
2023-04-04,Basic Materials,Other Precious Metals & Mining,2791870.0000000014
2023-04-04,Basic Materials,Paper & Paper Products,-1069193.9999999995
2023-04-04,Basic Materials,Silver,3343491.9999999963
2023-04-04,Basic Materials,Specialty Chemicals,-58478476.039999925
2023-04-04,Basic Materials,Steel,-93625338.00000004
2023-04-04,Communication Services,Advertising Agencies,99304060.76000006
2023-04-04,Communication Services,Broadcasting,-2723935.0000000014
2023-04-04,Communication Services,Electronic Gaming & Multimedia,18791692.300000004
2023-04-04,Communication Services,Internet Content & Information,19268113.10000028
2023-04-04,Communication Services,Publishing,-212250.94999999844
2023-04-04,Communication Services,Telecom Services,3485080.9999999963
2023-04-04,Communication Services,bond etf,40483971.98
2023-04-04,Consumer Cyclical,Apparel Manufacturing,-7777281.700000015
2023-04-04,Consumer Cyclical,Apparel Retail,-18352310.99999995
2023-04-04,Consumer Cyclical,Auto & Truck Dealerships,-12734559.019999994
2023-04-04,Consumer Cyclical,Auto Manufacturers,-638759625.8999972
2023-04-04,Consumer Cyclical,Auto Parts,-27400338.340000007
2023-04-04,Consumer Cyclical,Department Stores,-4945592.999999967
2023-04-04,Consumer Cyclical,Footwear & Accessories,15101389.599999964
2023-04-04,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-7872358.090000004
2023-04-04,Consumer Cyclical,Gambling,-3742844.0000000186
2023-04-04,Consumer Cyclical,Home Improvement Retail,-10960427.00000006
2023-04-04,Consumer Cyclical,Internet Retail,94881277.27000016
2023-04-04,Consumer Cyclical,Leisure,-6379308.239999998
2023-04-04,Consumer Cyclical,Lodging,-2951854.9000000125
2023-04-04,Consumer Cyclical,Luxury Goods,-3763862.000000013
2023-04-04,Consumer Cyclical,Packaging & Containers,-15664016.999999976
2023-04-04,Consumer Cyclical,Personal Services,-1652610.9999999946
2023-04-04,Consumer Cyclical,Recreational Vehicles,-10943540.000000002
2023-04-04,Consumer Cyclical,Residential Construction,-15377776.000000017
2023-04-04,Consumer Cyclical,Resorts & Casinos,-9161219.000000007
2023-04-04,Consumer Cyclical,Restaurants,-22845332.000000075
2023-04-04,Consumer Cyclical,Specialty Retail,-42505278.00000008
2023-04-04,Consumer Cyclical,Textile Manufacturing,-549501.0000000019
2023-04-04,Consumer Cyclical,Travel Services,-37075597.00000009
2023-04-04,Consumer Defensive,Beverages - Brewers,-2554389.000000003
2023-04-04,Consumer Defensive,Beverages - Non-Alcoholic,-8215446.87000005
2023-04-04,Consumer Defensive,Beverages - Wineries & Distilleries,-21379083.20000001
2023-04-04,Consumer Defensive,Confectioners,2951728.9999999804
2023-04-04,Consumer Defensive,Discount Stores,-2200764.0000000587
2023-04-04,Consumer Defensive,Education & Training Services,-1906854.0000000056
2023-04-04,Consumer Defensive,Farm Products,-12217722.04000003
2023-04-04,Consumer Defensive,Food Distribution,-3640545.000000009
2023-04-04,Consumer Defensive,Grocery Stores,-2561925.9999999846
2023-04-04,Consumer Defensive,Household & Personal Products,-18385453.00000016
2023-04-04,Consumer Defensive,Packaged Foods,-10823805.370000064
2023-04-04,Consumer Defensive,Tobacco,-4857005.499999966
2023-04-04,Energy,Oil & Gas Drilling,-16865063.999999993
2023-04-04,Energy,Oil & Gas E&P,-129369764.99999996
2023-04-04,Energy,Oil & Gas Equipment & Services,-54253147.98000006
2023-04-04,Energy,Oil & Gas Integrated,-62769754.60000017
2023-04-04,Energy,Oil & Gas Midstream,-25905351.39999992
2023-04-04,Energy,Oil & Gas Refining & Marketing,-188177179.0000001
2023-04-04,Energy,Thermal Coal,-2387528.0000000075
2023-04-04,Energy,Uranium,-5495491.000000006
2023-04-04,Financial Services,Asset Management,-76072700.99999994
2023-04-04,Financial Services,Banks - Diversified,-99068315.0000001
2023-04-04,Financial Services,Banks - Regional,-188561363.99999988
2023-04-04,Financial Services,Capital Markets,-88295888.17
2023-04-04,Financial Services,Credit Services,-41801396.000000015
2023-04-04,Financial Services,Financial Conglomerates,-1006763.9999999992
2023-04-04,Financial Services,Financial Data & Stock Exchanges,-29085345.999999985
2023-04-04,Financial Services,Insurance - Diversified,-13885838.000000004
2023-04-04,Financial Services,Insurance - Life,-30041535.00000005
2023-04-04,Financial Services,Insurance - Property & Casualty,-19309758.40000001
2023-04-04,Financial Services,Insurance - Reinsurance,-573508.0000000051
2023-04-04,Financial Services,Insurance - Specialty,-4471192.999999995
2023-04-04,Financial Services,Insurance Brokers,-65251.99999999249
2023-04-04,Financial Services,Mortgage Finance,-1848217.9499999944
2023-04-04,Financial Services,Shell Companies,-1478324.3500000031
2023-04-04,Healthcare,Biotechnology,-69931594.6399999
2023-04-04,Healthcare,Diagnostics & Research,-20639273.22000004
2023-04-04,Healthcare,Drug Manufacturers - General,7689388.0000001
2023-04-04,Healthcare,Drug Manufacturers - Specialty & Generic,-9536124.429999985
2023-04-04,Healthcare,Health Information Services,-35406657.23999998
2023-04-04,Healthcare,Healthcare Plans,-11503801.559999844
2023-04-04,Healthcare,Medical Care Facilities,2132456.3900000467
2023-04-04,Healthcare,Medical Devices,12945911.929999994
2023-04-04,Healthcare,Medical Distribution,1073742.0000000098
2023-04-04,Healthcare,Medical Instruments & Supplies,6317657.960000011
2023-04-04,Healthcare,Pharmaceutical Retailers,1478808.7000000137
2023-04-04,Industrials,Aerospace & Defense,-3724182.769999927
2023-04-04,Industrials,Airlines,-23848496.000000037
2023-04-04,Industrials,Airports & Air Services,175454.50000000032
2023-04-04,Industrials,Building Products & Equipment,-91773458.78000002
2023-04-04,Industrials,Business Equipment & Supplies,-962669.0000000002
2023-04-04,Industrials,Conglomerates,-19806388.84000004
2023-04-04,Industrials,Consulting Services,-1824268.0000000135
2023-04-04,Industrials,Electrical Equipment & Parts,-57835777.88
2023-04-04,Industrials,Engineering & Construction,-31852604.2
2023-04-04,Industrials,Farm & Heavy Construction Machinery,-113725619.00000006
2023-04-04,Industrials,Industrial Distribution,-46709542.00000006
2023-04-04,Industrials,Infrastructure Operations,-604214.9999999983
2023-04-04,Industrials,Integrated Freight & Logistics,-21781401.999999955
2023-04-04,Industrials,Marine Shipping,19147927.700000003
2023-04-04,Industrials,Metal Fabrication,-6778725.000000009
2023-04-04,Industrials,Pollution & Treatment Controls,-2767098.0
2023-04-04,Industrials,Railroads,-33329305.999999944
2023-04-04,Industrials,Rental & Leasing Services,-122168825.99999996
2023-04-04,Industrials,Security & Protection Services,-36888072.0
2023-04-04,Industrials,Specialty Business Services,-12311795.130000023
2023-04-04,Industrials,Specialty Industrial Machinery,-163537743.99999994
2023-04-04,Industrials,Staffing & Employment Services,-14904693.909999974
2023-04-04,Industrials,Tools & Accessories,-20642084.0
2023-04-04,Industrials,Trucking,-14165144.999999978
2023-04-04,Industrials,Waste Management,-4778978.000000006
2023-04-04,Real Estate,REIT - Diversified,-3777276.5000000233
2023-04-04,Real Estate,REIT - Healthcare Facilities,-9875614.000000026
2023-04-04,Real Estate,REIT - Hotel & Motel,-4025156.999999995
2023-04-04,Real Estate,REIT - Industrial,18033860.999999955
2023-04-04,Real Estate,REIT - Mortgage,-2625888.000000016
2023-04-04,Real Estate,REIT - Office,-10861209.000000002
2023-04-04,Real Estate,REIT - Residential,-5903755.000000015
2023-04-04,Real Estate,REIT - Retail,-5938383.189999991
2023-04-04,Real Estate,REIT - Specialty,7589218.000000001
2023-04-04,Real Estate,Real Estate - Development,-123876.00000000007
2023-04-04,Real Estate,Real Estate - Diversified,-482133.0000000009
2023-04-04,Real Estate,Real Estate Services,-13426778.4
2023-04-04,Technology,Communication Equipment,-13527381.980000056
2023-04-04,Technology,Computer Hardware,-7547691.970000016
2023-04-04,Technology,Consumer Electronics,-43160694.99999994
2023-04-04,Technology,Electronic Components,-24444366.500000045
2023-04-04,Technology,Electronics & Computer Distribution,-3497277.000000002
2023-04-04,Technology,Information Technology Services,-47971177.10000001
2023-04-04,Technology,Scientific & Technical Instruments,-20984734.1
2023-04-04,Technology,Semiconductor Equipment & Materials,-72717329.99999994
2023-04-04,Technology,Semiconductors,-434741652.0000021
2023-04-04,Technology,Software - Application,-732370291.1500001
2023-04-04,Technology,Software - Infrastructure,-16999427.96000025
2023-04-04,Technology,Solar,-6812815.500000007
2023-04-04,Utilities,Utilities - Diversified,978014.0000000064
2023-04-04,Utilities,Utilities - Independent Power Producers,-1182002.000000011
2023-04-04,Utilities,Utilities - Regulated Electric,18740163.00000007
2023-04-04,Utilities,Utilities - Regulated Gas,-1740120.9999999867
2023-04-04,Utilities,Utilities - Regulated Water,1912172.9999999928
2023-04-04,Utilities,Utilities - Renewable,-1504850.000000007
2023-04-04,bond,bond etf,-676541841.6400003
2023-04-05,Basic Materials,Agricultural Inputs,4598722.879999991
2023-04-05,Basic Materials,Aluminum,-1888422.0000000007
2023-04-05,Basic Materials,Building Materials,-11105553.2
2023-04-05,Basic Materials,Chemicals,5177455.000000005
2023-04-05,Basic Materials,Coking Coal,535720.0000000031
2023-04-05,Basic Materials,Copper,5214900.000000028
2023-04-05,Basic Materials,Gold,-10055751.50000001
2023-04-05,Basic Materials,Independent Oil & Gas,11720.000000000167
2023-04-05,Basic Materials,Lumber & Wood Production,-368042.0000000013
2023-04-05,Basic Materials,Other Industrial Metals & Mining,-17243472.62000005
2023-04-05,Basic Materials,Other Precious Metals & Mining,-2700663.9999999944
2023-04-05,Basic Materials,Paper & Paper Products,-51438.00000000224
2023-04-05,Basic Materials,Silver,-1941169.0
2023-04-05,Basic Materials,Specialty Chemicals,2327511.599999972
2023-04-05,Basic Materials,Steel,7608966.000000023
2023-04-05,Communication Services,Advertising Agencies,-8596819.23999999
2023-04-05,Communication Services,Broadcasting,3132196.999999993
2023-04-05,Communication Services,Electronic Gaming & Multimedia,-2727579.9999999786
2023-04-05,Communication Services,Internet Content & Information,-189576773.9000004
2023-04-05,Communication Services,Publishing,279212.38000000414
2023-04-05,Communication Services,Telecom Services,51987661.99999991
2023-04-05,Communication Services,bond etf,-57927221.17999999
2023-04-05,Consumer Cyclical,Apparel Manufacturing,-6680000.639999993
2023-04-05,Consumer Cyclical,Apparel Retail,-24967747.00000001
2023-04-05,Consumer Cyclical,Auto & Truck Dealerships,-12785941.390000015
2023-04-05,Consumer Cyclical,Auto Manufacturers,-711623748.06
2023-04-05,Consumer Cyclical,Auto Parts,-23502148.379999988
2023-04-05,Consumer Cyclical,Department Stores,-7685663.999999963
2023-04-05,Consumer Cyclical,Footwear & Accessories,-29351615.199999955
2023-04-05,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-5551115.969999997
2023-04-05,Consumer Cyclical,Gambling,-13207791.000000011
2023-04-05,Consumer Cyclical,Home Improvement Retail,-40404031.9999999
2023-04-05,Consumer Cyclical,Internet Retail,-192490038.57000005
2023-04-05,Consumer Cyclical,Leisure,-8147395.000000004
2023-04-05,Consumer Cyclical,Lodging,-1937864.000000008
2023-04-05,Consumer Cyclical,Luxury Goods,-5610022.9999999935
2023-04-05,Consumer Cyclical,Packaging & Containers,2035383.64
2023-04-05,Consumer Cyclical,Personal Services,309007.2000000081
2023-04-05,Consumer Cyclical,Recreational Vehicles,-3111017.900000014
2023-04-05,Consumer Cyclical,Residential Construction,9313.999999994932
2023-04-05,Consumer Cyclical,Resorts & Casinos,-21366142.00000001
2023-04-05,Consumer Cyclical,Restaurants,-18116940.00000005
2023-04-05,Consumer Cyclical,Specialty Retail,-41889947.49999994
2023-04-05,Consumer Cyclical,Textile Manufacturing,-150940.99999999985
2023-04-05,Consumer Cyclical,Travel Services,-34863038.80000002
2023-04-05,Consumer Defensive,Beverages - Brewers,-951368.0000000056
2023-04-05,Consumer Defensive,Beverages - Non-Alcoholic,1958724.9999998796
2023-04-05,Consumer Defensive,Beverages - Wineries & Distilleries,1228694.000000008
2023-04-05,Consumer Defensive,Confectioners,2907502.000000067
2023-04-05,Consumer Defensive,Discount Stores,11682468.999999937
2023-04-05,Consumer Defensive,Education & Training Services,-4689457.000000001
2023-04-05,Consumer Defensive,Farm Products,-4592468.759999995
2023-04-05,Consumer Defensive,Food Distribution,625881.0000000026
2023-04-05,Consumer Defensive,Grocery Stores,-12104129.999999983
2023-04-05,Consumer Defensive,Household & Personal Products,-12117760.600000167
2023-04-05,Consumer Defensive,Packaged Foods,11141041.290000062
2023-04-05,Consumer Defensive,Tobacco,4046226.999999964
2023-04-05,Energy,Oil & Gas Drilling,-2609500.0000000037
2023-04-05,Energy,Oil & Gas E&P,20461107.99999998
2023-04-05,Energy,Oil & Gas Equipment & Services,-1740830.9799999327
2023-04-05,Energy,Oil & Gas Integrated,29550642.460000005
2023-04-05,Energy,Oil & Gas Midstream,16492402.000000017
2023-04-05,Energy,Oil & Gas Refining & Marketing,164350425.0000001
2023-04-05,Energy,Thermal Coal,696437.0000000006
2023-04-05,Energy,Uranium,-2373312.999999999
2023-04-05,Financial Services,Asset Management,18429904.94999998
2023-04-05,Financial Services,Banks - Diversified,12923816.000000115
2023-04-05,Financial Services,Banks - Regional,40142253.740000114
2023-04-05,Financial Services,Capital Markets,-95922274.33000016
2023-04-05,Financial Services,Credit Services,-5395755.2
2023-04-05,Financial Services,Financial Conglomerates,-673734.0000000093
2023-04-05,Financial Services,Financial Data & Stock Exchanges,-23105520.99999992
2023-04-05,Financial Services,Insurance - Diversified,10176240.999999918
2023-04-05,Financial Services,Insurance - Life,20848438.999999963
2023-04-05,Financial Services,Insurance - Property & Casualty,21466685.680000063
2023-04-05,Financial Services,Insurance - Reinsurance,1190560.000000005
2023-04-05,Financial Services,Insurance - Specialty,4510548.999999993
2023-04-05,Financial Services,Insurance Brokers,6455496.999999965
2023-04-05,Financial Services,Mortgage Finance,1425787.2000000002
2023-04-05,Financial Services,Shell Companies,-253278.28000000044
2023-04-05,Healthcare,Biotechnology,54504677.220000096
2023-04-05,Healthcare,Diagnostics & Research,7571038.3000000175
2023-04-05,Healthcare,Drug Manufacturers - General,148861280.0000003
2023-04-05,Healthcare,Drug Manufacturers - Specialty & Generic,7750371.620000025
2023-04-05,Healthcare,Health Information Services,-9977967.429999994
2023-04-05,Healthcare,Healthcare Plans,122348606.08000024
2023-04-05,Healthcare,Medical Care Facilities,21345431.540000044
2023-04-05,Healthcare,Medical Devices,12100748.42999993
2023-04-05,Healthcare,Medical Distribution,22305085.000000045
2023-04-05,Healthcare,Medical Instruments & Supplies,29202319.620000023
2023-04-05,Healthcare,Pharmaceutical Retailers,3365400.069999971
2023-04-05,Industrials,Aerospace & Defense,-18291487.99999991
2023-04-05,Industrials,Airlines,-7126836.999999992
2023-04-05,Industrials,Airports & Air Services,-914721.000000001
2023-04-05,Industrials,Building Products & Equipment,-35906941.159999974
2023-04-05,Industrials,Business Equipment & Supplies,-142631.99999999875
2023-04-05,Industrials,Conglomerates,-5488917.189999927
2023-04-05,Industrials,Consulting Services,-543584.9999999908
2023-04-05,Industrials,Electrical Equipment & Parts,-42368530.040000014
2023-04-05,Industrials,Engineering & Construction,-13553887.099999975
2023-04-05,Industrials,Farm & Heavy Construction Machinery,-107915114.99999993
2023-04-05,Industrials,Industrial Distribution,-14855348.000000007
2023-04-05,Industrials,Infrastructure Operations,-362944.0000000004
2023-04-05,Industrials,Integrated Freight & Logistics,-17941364.999999914
2023-04-05,Industrials,Marine Shipping,-14759799.079999989
2023-04-05,Industrials,Metal Fabrication,-2154933.250000001
2023-04-05,Industrials,Pollution & Treatment Controls,-1181582.0399999996
2023-04-05,Industrials,Railroads,-17231000.399999987
2023-04-05,Industrials,Rental & Leasing Services,-17086081.000000004
2023-04-05,Industrials,Security & Protection Services,-7143563.999999996
2023-04-05,Industrials,Specialty Business Services,637690.1800000186
2023-04-05,Industrials,Specialty Industrial Machinery,-103475588.00000012
2023-04-05,Industrials,Staffing & Employment Services,-6163721.960000011
2023-04-05,Industrials,Tools & Accessories,-11534945.000000002
2023-04-05,Industrials,Trucking,1817045.0000000051
2023-04-05,Industrials,Waste Management,-7099724.000000004
2023-04-05,Real Estate,REIT - Diversified,-4835595.440000042
2023-04-05,Real Estate,REIT - Healthcare Facilities,2123047.000000013
2023-04-05,Real Estate,REIT - Hotel & Motel,-1014225.0000000118
2023-04-05,Real Estate,REIT - Industrial,-6595879.999999997
2023-04-05,Real Estate,REIT - Mortgage,7891134.000000023
2023-04-05,Real Estate,REIT - Office,5457913.000000001
2023-04-05,Real Estate,REIT - Residential,1526219.9999999837
2023-04-05,Real Estate,REIT - Retail,-3524873.27999998
2023-04-05,Real Estate,REIT - Specialty,-13027326.000000035
2023-04-05,Real Estate,Real Estate - Development,-403.0000000000504
2023-04-05,Real Estate,Real Estate - Diversified,-300950.8000000019
2023-04-05,Real Estate,Real Estate Services,-4374971.950000027
2023-04-05,Technology,Communication Equipment,-7679554.700000014
2023-04-05,Technology,Computer Hardware,-17630429.309999917
2023-04-05,Technology,Consumer Electronics,-51541154.00000094
2023-04-05,Technology,Electronic Components,-7959433.099999998
2023-04-05,Technology,Electronics & Computer Distribution,-147941.99999999403
2023-04-05,Technology,Information Technology Services,-13014930.080000138
2023-04-05,Technology,Scientific & Technical Instruments,-7243148.100000033
2023-04-05,Technology,Semiconductor Equipment & Materials,-42666321.99999996
2023-04-05,Technology,Semiconductors,-128317456.00000031
2023-04-05,Technology,Software - Application,-437626451.3300003
2023-04-05,Technology,Software - Infrastructure,-288239628.7800011
2023-04-05,Technology,Solar,-64174969.40000005
2023-04-05,Utilities,Utilities - Diversified,6353264.999999981
2023-04-05,Utilities,Utilities - Independent Power Producers,3421116.0000000005
2023-04-05,Utilities,Utilities - Regulated Electric,115086403.0
2023-04-05,Utilities,Utilities - Regulated Gas,9298196.000000007
2023-04-05,Utilities,Utilities - Regulated Water,4604414.000000018
2023-04-05,Utilities,Utilities - Renewable,249764.0000000083
2023-04-05,bond,bond etf,-310143864.3100002
2023-04-06,Basic Materials,Agricultural Inputs,-24545063.19999996
2023-04-06,Basic Materials,Aluminum,75795.99999999494
2023-04-06,Basic Materials,Building Materials,2468831.999999997
2023-04-06,Basic Materials,Chemicals,788674.9999999682
2023-04-06,Basic Materials,Coking Coal,-2754207.000000002
2023-04-06,Basic Materials,Copper,927551.0000000192
2023-04-06,Basic Materials,Gold,21208921.999999966
2023-04-06,Basic Materials,Independent Oil & Gas,-33286.000000000364
2023-04-06,Basic Materials,Lumber & Wood Production,-420815.000000003
2023-04-06,Basic Materials,Other Industrial Metals & Mining,12804113.86999998
2023-04-06,Basic Materials,Other Precious Metals & Mining,1271094.0000000016
2023-04-06,Basic Materials,Paper & Paper Products,-100741.99999999956
2023-04-06,Basic Materials,Silver,861493.0000000002
2023-04-06,Basic Materials,Specialty Chemicals,18771291.079999987
2023-04-06,Basic Materials,Steel,12113351.000000007
2023-04-06,Communication Services,Advertising Agencies,9603263.380000006
2023-04-06,Communication Services,Broadcasting,30149.00000000144
2023-04-06,Communication Services,Electronic Gaming & Multimedia,20151947.00000003
2023-04-06,Communication Services,Internet Content & Information,467341737.4
2023-04-06,Communication Services,Publishing,112746.8800000016
2023-04-06,Communication Services,Telecom Services,-8012648.000000094
2023-04-06,Communication Services,bond etf,108319610.5
2023-04-06,Consumer Cyclical,Apparel Manufacturing,-26426762.549999952
2023-04-06,Consumer Cyclical,Apparel Retail,-1069811.000000063
2023-04-06,Consumer Cyclical,Auto & Truck Dealerships,5507988.640000013
2023-04-06,Consumer Cyclical,Auto Manufacturers,241637177.7999988
2023-04-06,Consumer Cyclical,Auto Parts,-5613181.730000014
2023-04-06,Consumer Cyclical,Department Stores,2346276.000000007
2023-04-06,Consumer Cyclical,Footwear & Accessories,3497236.119999961
2023-04-06,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-2866378.0099999923
2023-04-06,Consumer Cyclical,Gambling,3278681.000000012
2023-04-06,Consumer Cyclical,Home Improvement Retail,5159619.000000012
2023-04-06,Consumer Cyclical,Internet Retail,180778192.26
2023-04-06,Consumer Cyclical,Leisure,2468461.60000001
2023-04-06,Consumer Cyclical,Lodging,3541583.500000012
2023-04-06,Consumer Cyclical,Luxury Goods,-3811355.9999999898
2023-04-06,Consumer Cyclical,Packaging & Containers,-2771699.8799999994
2023-04-06,Consumer Cyclical,Personal Services,-1571141.999999994
2023-04-06,Consumer Cyclical,Recreational Vehicles,-2550069.800000012
2023-04-06,Consumer Cyclical,Residential Construction,-18036579.99999997
2023-04-06,Consumer Cyclical,Resorts & Casinos,-601068.0000000095
2023-04-06,Consumer Cyclical,Restaurants,475579.9999999678
2023-04-06,Consumer Cyclical,Specialty Retail,5652639.000000022
2023-04-06,Consumer Cyclical,Textile Manufacturing,-44504.99999999973
2023-04-06,Consumer Cyclical,Travel Services,-59511359.00000008
2023-04-06,Consumer Defensive,Beverages - Brewers,-887424.0000000112
2023-04-06,Consumer Defensive,Beverages - Non-Alcoholic,3886598.00000006
2023-04-06,Consumer Defensive,Beverages - Wineries & Distilleries,1235510.3999999722
2023-04-06,Consumer Defensive,Confectioners,-3179548.999999999
2023-04-06,Consumer Defensive,Discount Stores,40986540.00000008
2023-04-06,Consumer Defensive,Education & Training Services,-1940682.0000000088
2023-04-06,Consumer Defensive,Farm Products,-2144840.140000031
2023-04-06,Consumer Defensive,Food Distribution,9052.99999999124
2023-04-06,Consumer Defensive,Grocery Stores,2561718.000000021
2023-04-06,Consumer Defensive,Household & Personal Products,3283097.6399999945
2023-04-06,Consumer Defensive,Packaged Foods,25148.540000055425
2023-04-06,Consumer Defensive,Tobacco,2026144.4700000144
2023-04-06,Energy,Oil & Gas Drilling,-2898591.0000000023
2023-04-06,Energy,Oil & Gas E&P,-30772091.99999998
2023-04-06,Energy,Oil & Gas Equipment & Services,-15213113.00000001
2023-04-06,Energy,Oil & Gas Integrated,-51695868.80000002
2023-04-06,Energy,Oil & Gas Midstream,-13308627.599999996
2023-04-06,Energy,Oil & Gas Refining & Marketing,-36483442.999999896
2023-04-06,Energy,Thermal Coal,-1298989.9999999995
2023-04-06,Energy,Uranium,511490.9999999989
2023-04-06,Financial Services,Asset Management,2734779.9500000146
2023-04-06,Financial Services,Banks - Diversified,34034515.000000045
2023-04-06,Financial Services,Banks - Regional,62973552.67999998
2023-04-06,Financial Services,Capital Markets,30790406.70000009
2023-04-06,Financial Services,Credit Services,17750116.000000186
2023-04-06,Financial Services,Financial Conglomerates,-403610.0000000111
2023-04-06,Financial Services,Financial Data & Stock Exchanges,26065409.99999996
2023-04-06,Financial Services,Insurance - Diversified,11519849.99999999
2023-04-06,Financial Services,Insurance - Life,791768.9999999937
2023-04-06,Financial Services,Insurance - Property & Casualty,4064964.3199999984
2023-04-06,Financial Services,Insurance - Reinsurance,-721452.0000000042
2023-04-06,Financial Services,Insurance - Specialty,416678.9999999953
2023-04-06,Financial Services,Insurance Brokers,5151425.999999975
2023-04-06,Financial Services,Mortgage Finance,-586282.4000000014
2023-04-06,Financial Services,Shell Companies,-130396.60000000062
2023-04-06,Healthcare,Biotechnology,89210448.06000014
2023-04-06,Healthcare,Diagnostics & Research,-12225281.699999971
2023-04-06,Healthcare,Drug Manufacturers - General,9502491.999999989
2023-04-06,Healthcare,Drug Manufacturers - Specialty & Generic,21093271.39999996
2023-04-06,Healthcare,Health Information Services,8960215.680000003
2023-04-06,Healthcare,Healthcare Plans,-4257384.08000009
2023-04-06,Healthcare,Medical Care Facilities,-2439342.0100000286
2023-04-06,Healthcare,Medical Devices,1855900.3400000783
2023-04-06,Healthcare,Medical Distribution,-5404406.999999998
2023-04-06,Healthcare,Medical Instruments & Supplies,23860206.6
2023-04-06,Healthcare,Pharmaceutical Retailers,-1629107.6900000062
2023-04-06,Industrials,Aerospace & Defense,-1057141.600000008
2023-04-06,Industrials,Airlines,5214152.999999988
2023-04-06,Industrials,Airports & Air Services,55921.00000000121
2023-04-06,Industrials,Building Products & Equipment,5250316.399999979
2023-04-06,Industrials,Business Equipment & Supplies,-38030.99999999981
2023-04-06,Industrials,Conglomerates,310455.63000000553
2023-04-06,Industrials,Consulting Services,425065.99999998463
2023-04-06,Industrials,Electrical Equipment & Parts,-29705275.5
2023-04-06,Industrials,Engineering & Construction,-2223789.0000000047
2023-04-06,Industrials,Farm & Heavy Construction Machinery,-21318706.50000004
2023-04-06,Industrials,Industrial Distribution,-1387905.0000000186
2023-04-06,Industrials,Infrastructure Operations,151103.99999999677
2023-04-06,Industrials,Integrated Freight & Logistics,3799753.000000003
2023-04-06,Industrials,Marine Shipping,-2741145.34
2023-04-06,Industrials,Metal Fabrication,-536001.7399999942
2023-04-06,Industrials,Pollution & Treatment Controls,-417335.9999999977
2023-04-06,Industrials,Railroads,32527640.99999994
2023-04-06,Industrials,Rental & Leasing Services,11025458.999999952
2023-04-06,Industrials,Security & Protection Services,93084366.0
2023-04-06,Industrials,Specialty Business Services,4168759.209999996
2023-04-06,Industrials,Specialty Industrial Machinery,-2905651.000000105
2023-04-06,Industrials,Staffing & Employment Services,6471234.370000023
2023-04-06,Industrials,Tools & Accessories,-5832948.999999975
2023-04-06,Industrials,Trucking,-316883.0000000163
2023-04-06,Industrials,Waste Management,1873597.9999999509
2023-04-06,Real Estate,REIT - Diversified,419763.5000000065
2023-04-06,Real Estate,REIT - Healthcare Facilities,1817390.0
2023-04-06,Real Estate,REIT - Hotel & Motel,-252963.00000001237
2023-04-06,Real Estate,REIT - Industrial,6276137.000000015
2023-04-06,Real Estate,REIT - Mortgage,-4369295.000000007
2023-04-06,Real Estate,REIT - Office,6843463.000000013
2023-04-06,Real Estate,REIT - Residential,8813710.999999994
2023-04-06,Real Estate,REIT - Retail,-3380865.220000005
2023-04-06,Real Estate,REIT - Specialty,7538180.00000002
2023-04-06,Real Estate,Real Estate - Development,-6294.000000000002
2023-04-06,Real Estate,Real Estate - Diversified,41241.99999999806
2023-04-06,Real Estate,Real Estate Services,4494893.32999997
2023-04-06,Technology,Communication Equipment,19340358.179999974
2023-04-06,Technology,Computer Hardware,11011015.999999965
2023-04-06,Technology,Consumer Electronics,102050405.99999954
2023-04-06,Technology,Electronic Components,-2106797.100000012
2023-04-06,Technology,Electronics & Computer Distribution,-1093000.0000000033
2023-04-06,Technology,Information Technology Services,21630772.019999903
2023-04-06,Technology,Scientific & Technical Instruments,905432.1999999956
